"","LIST-ID","EDCS-ID","EDH-ID","not_before","not_after","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_inscription_auto","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude"
"2910",470923,"EDCS-27601614","HD054174",201,300,"Agriae Ianuariae def(unctae) annis / XXXXI fil(iae)(?) vergin[i]ae(!) et coniugi / incomparabili cum qua concordi/ter egit sine querela per annos XXVI / M(arcus) Iul(ius) Felix ab(!) ratione fisci / vivus posuit vivas qui dixeris vivit Elysiis","Agriae Ianuariae defunctae annis XXXXI filiae verginiae et coniugi incomparabili cum qua concorditer egit sine querela per annos XXVI Marcus Iulius Felix ab ratione fisci vivus posuit vivas qui dixeris vivit Elysiis","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","mulieres, tria nomina, viri","43.5384","16.4743"
"2911",470924,"EDCS-27601564","HD054175",151,300,"D(is) M(anibus) // Diogeni / Athicti fil(io) / Diogenes Aug(usti) / lib(ertus) tabul(arius) prov(inciae) / Dalm(atiae) nepoti / pos(uit)","Dis Manibus Diogeni Athicti filio Diogenes Augusti libertus tabularius provinciae Dalmatiae nepoti posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","liberti/libertae, nomen singulare, officium/professio, tria nomina, viri","43.5384","16.4743"
"2912",470925,"EDCS-27601630","HD054176",1,150,"Locho Aug(usti) / disp(ensatori) De&lt;l=I&gt;matiae / Himer Aug(usti) / disp(ensator) Moesiae / patri piissimo ","Locho Augusti dispensatori De lt l gt matiae Himer Augusti dispensator Moesiae patri piissimo","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","nomen singulare, officium/professio, viri","43.5384","16.4743"
"2913",470926,"EDCS-27601565","HD054177",161,300,"Phrygio A[u]gg(ustorum) nn(ostrorum) / ab instrumentis / def(uncto) ann(orum) XXXVIII / L(ucius) Aurel(ius) Castus / et G(aius) Iulius Honoratu[s] / fili(i) patri b(ene) m(erenti) p(osuerunt) / et Iuliae Valeri(a)e / matri def(unctae) ann(orum) XXX","Phrygio Auggustorum nnostrorum ab instrumentis defuncto annorum XXXVIII Lucius Aurelius Castus et Gaius Iulius Honoratus filii patri bene merenti posuerunt et Iuliae Valeriae matri defunctae annorum XXX","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","mulieres, nomen singulare, officium/professio, tria nomina, viri","43.5384","16.4743"
"2914",470927,"EDCS-27601566","HD054178",151,300,"D(is) M(anibus) / Quintiano / vernae Aug(usti) / vilico et / arcario XX / her(editatium) Iulia Hel/pis coniugi / b(ene) m(erenti) p(osuit)","Dis Manibus Quintiano vernae Augusti vilico et arcario XX hereditatium Iulia Helpis coniugi bene merenti posuit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","mulieres, nomen singulare, officium/professio, servi/servae, tria nomina, viri","43.5384","16.4743"
"2915",470928,"EDCS-27601567","HD054179",151,300,"D(is) M(anibus) / Thaumasto / Aug(usti) conmen/tarie(n)si(!) aurari/arum Delmatarum / felicissimus dis/pe(n)sator titu/lum p(osuit)","Dis Manibus Thaumasto Augusti conmentariensi aurariarum Delmatarum felicissimus dispensator titulum posuit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","nomen singulare, officium/professio, servi/servae, viri","43.5384","16.4743"
"2916",470929,"EDCS-27601615","HD054180",98,117,"M(arcus) Ulp(ius) Alexan/der Aug(usti) lib(ertus) / ab auctorit(atibus) / M(arcus) Ulp(ius) Asiatic(us) / f(ilius) M(arcus) Ulp(ius) Alexan(der) / M(arcus) Ulp(ius) Theodor(us) / lib(erti) Ulp(ia) Procl(a) / vernacula / [------","Marcus Ulpius Alexander Augusti libertus ab auctoritatibus Marcus Ulpius Asiaticus filius Marcus Ulpius Alexander Marcus Ulpius Theodorus liberti Ulpia Procla vernacula","NULL",NA,"NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","liberti/libertae, mulieres, servi/servae, tria nomina, viri","43.5384","16.4743"
"2917",470930,"EDCS-27601631","HD051926",1,300,"------ provi]nciae Dalm(atiae) ob amorem civium orn[avit ---] / [---]vens dedicavit","provinciae Dalmatiae ob amorem civium ornavit vens dedicavit","NULL",NA,"NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin",NA,"43.5384","16.4743"
"2918",470931,"EDCS-27601568","HD054181",1,300,"[---]ius Illy[ricus ---] / [------?","ius Illyricus","building/dedicatory inscription","building/dedicatory inscription","architectural member","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split",NA,"43.5384","16.4743"
"2919",470932,"EDCS-27601569","HD054182",151,250,"P(ublio) Aelio Lupo / b(ene)f(iciario) co(n)s(ularis) et / Vibiae Forti / Aelia Tethis / coniugi et filiae / suis b(ene) m(erenti) et / Ael(iae) Ursillae / filiae / ann(orum) XXV","Publio Aelio Lupo beneficiario consularis et Vibiae Forti Aelia Tethis coniugi et filiae suis bene merenti et Aeliae Ursillae filiae annorum XXV","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, mulieres, tria nomina, viri","43.5384","16.4743"
"2920",470933,"EDCS-27601570","HD054183",151,250,"Ael(io) Ursacio mil(iti) / co(ho)rtis VIII volunt(ariorum) / qui vixit annis XXV mens(ibus) VIIII / marito pientis(simo) posuit","Aelio Ursacio militi cohortis VIII voluntariorum qui vixit annis XXV mensibus VIIII marito pientissimo posuit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, tria nomina, viri","43.5384","16.4743"
"2921",470934,"EDCS-27601635","HD054184",151,300,"D(is) M(anibus) / Anthis(tia) An/terotis / P(ublio) Domitio / Potenti / coniugi b(ene) m(erenti) / posuit veter(ano) / c(o)hor(tis) III Alpinor(um) / in suo","Dis Manibus Anthistia Anterotis Publio Domitio Potenti coniugi bene merenti posuit veterano cohortis III Alpinorum in suo","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Klis","milites, mulieres, nomen singulare, tria nomina, viri","43.5384","16.4743"
"2922",470935,"EDCS-27601616","HD054185",70,100,"M(arcus) Antonius M(arci) f(ilius) / Ser(gia) Surus vet(eranus) / leg(ionis) IIII F(laviae) f(elicis) t(estamento) f(ieri) i(ussit) sibi et / Pasiae Primae / uxori et / lib(ertis) lib(ertabusque) et / Hermeti / in f(ronte) p(edes) XII in ag(ro) p(edes) XIX / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","Marcus Antonius Marci filius Sergia Surus veteranus legionis IIII Flaviae felicis testamento fieri iussit sibi et Pasiae Primae uxori et libertis libertabus que et Hermeti in fronte pedes XII in agro pedes XIX hoc monumentum heredem non sequetur","epitaph","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","milites, mulieres, nomen singulare, tria nomina, viri","43.5384","16.4743"
"2923",470936,"EDCS-27601571","HD052020",151,300,"Aurelio Apol(l)inari vete/rano Aur(elius) Delma[t]i/us filius patri / pientissimo","Aurelio Apollinari veterano Aurelius Delmatius filius patri pientissimo","epitaph","epitaph","urn","Dalmatia","Dalmatia","Solin / Salona","Salonae","Kaštela","milites, tria nomina, viri","43.5384","16.4743"
"2924",470937,"EDCS-27601572","HD054337",151,300,"T(ito) Aureli(o) / Apollo/nio fra/tri eius / |(centurioni) coh(ortis) I |(milliariae) / def(uncto) Sirmi / ann(orum) XXXIII / Aur(elius) Aqu/ila pater / infeliciss/imus vivu/s fecit et // Aureli(!) / &lt;F=E&gt;lavi(!) neg/otiantis(!) / natione / Suri(!) / defunc/to ann/orum / LV / Sirmi / et // [Au]r(elio) Luciano def(uncto) an[n(orum) ---] / amico eor(um) mer[enti] ","Tito Aurelio Apollonio fratri eius centurioni cohortis I milliariae defuncto Sirmi annorum XXXIII Aurelius Aquila pater infelicissimus vivus fecit et Aureli lt F gt lavi negotiantis natione Suri defuncto annorum LV Sirmi et Aurelio Luciano defuncto annorum amico eorum merenti","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, officium/professio, tria nomina, viri","43.5384","16.4743"
"2925",470938,"EDCS-27601573","HD054346",301,600,"D(is) M(anibus) / Aurelio Eutic(h)i/ano(!) infelicissimo / ex cursore prav/ato(!) qui confecit / sub die milia XCIV / qui vixit annos / XXV me(n)ses duo(s) dies / VIIII Aurelius Gr(a)ecio / fratri pientissimo / hanc memoriam / posuit","Dis Manibus Aurelio Eutichiano infelicissimo ex cursore pravato qui confecit sub die milia XCIV qui vixit annos XXV menses duos dies VIIII Aurelius Graecio fratri pientissimo hanc memoriam posuit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","officium/professio, tria nomina, viri","43.5384","16.4743"
"2926",470939,"EDCS-27601574","HD054352",171,300,"Aur(elius) Martialis / mil(es) leg(ionis) I Italici(!) / st(ipendiorum) XXVII et Ael(ia) / coniux aeius(!) et / Martiali filio / eorum uno fato / decepti Disdozi / frat(er) et (h)eres / eorum posuit","Aurelius Martialis miles legionis I Italici stipendiorum XXVII et Aelia coniux aeius et Martiali filio eorum uno fato decepti Disdozi frater et heres eorum posuit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, mulieres, nomen singulare, tria nomina, viri","43.5384","16.4743"
"2927",470940,"EDCS-27601575","HD054355",171,300,"D(is) M(anibus) // Aurelio Muca/trae mil(iti) leg(ionis) / I Italicae stip(endiorum) / XIIII Aurel(ius) / Sabasianus / mil(es) leg(ionis) s(upra) s(criptae) / b(ene) m(erenti) p(osuit)","Dis Manibus Aurelio Mucatrae militi legionis I Italicae stipendiorum XIIII Aurelius Sabasianus miles legionis supra scriptae bene merenti posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, tria nomina, viri","43.5384","16.4743"
"2928",470941,"EDCS-27601617","HD054370",201,250,"D(is) M(anibus) // Aurelius Po&lt;n=M&gt;ti/anus(!) miles l(e)g(ionis) pri(mae) / Italica(e) stipendio/rum XXVI(?) &lt;q=O&gt;ui vixit an/nos L Aur&lt;e=I&gt;lius &lt;Q=O&gt;u/intianus titulum / patri pientissi/[mo po]suit ","Dis Manibus Aurelius Po lt n gt tianus miles legionis primae Italicae stipendiorum XXVI lt q gt ui vixit annos L Aur lt e gt lius lt Q gt uintianus titulum patri pientissimo posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","milites, tria nomina, viri","43.5384","16.4743"
"2929",470942,"EDCS-27601636","HD054372",171,300,"Aur(elius) Priscus opti(o) / eq(uitum) sing(ularium) Aur(elio) Prisco / filio infelicissimo / qui vixit ann(os) II m(enses) VIII","Aurelius Priscus optio equitum singularium Aurelio Prisco filio infelicissimo qui vixit annos II menses VIII","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Klis","milites, tria nomina","43.5384","16.4743"
"2930",470943,"EDCS-27601576","HD054707",151,300,"D(is) M(anibus) / G(aio) Baebidio / Marcello / mil(iti) coh(ortis) III Alp(inorum) / vexil(lario) equi(tum) / de(functo) ann(orum) XXIII / Anna alu/mno infe(licissimo) t(itulum) p(osuit)","Dis Manibus Gaio Baebidio Marcello militi cohortis III Alpinorum vexillario equitum defuncto annorum XXIII Anna alumno infelicissimo titulum posuit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","liberti/libertae, milites, mulieres, nomen singulare, tria nomina, viri","43.5384","16.4743"
"2931",470944,"EDCS-27601577","HD054709",51,150,"M(arcus) Bl(a)esius Ter/tullus m(iles) leg(ionis) / XI C(laudiae) p(iae) f(idelis) Papiriae / Pyrallidi bene meren(ti) / (h)ospit(a)e su(a)e annorum XXV / de suo fecit","Marcus Blaesius Tertullus miles legionis XI Claudiae piae fidelis Papiriae Pyrallidi bene merenti hospitae suae annorum XXV de suo fecit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, mulieres, tria nomina, viri","43.5384","16.4743"
"2932",470945,"EDCS-27601578","HD054710",42,130,"L(ucius) Caesius L(uci) f(ilius) / Cam(ilia) Bassus / domo Pisauri / vet(eranus) leg(ionis) VII C(laudiae) p(iae) f(idelis) / an(norum) LIII stip(endiorum) XXXII / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit) h(eres) p(osuit) // in f(ronte) p(edes) VI in a(gro) p(edes) X","Lucius Caesius Luci filius Camilia Bassus domo Pisauri veteranus legionis VII Claudiae piae fidelis annorum LIII stipendiorum XXXII hic situs est testamento fieri iussit heres posuit in fronte pedes VI in agro pedes X","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, tria nomina, viri","43.5384","16.4743"
"2933",470946,"EDCS-27601579","HD054711",151,250,"D(is) M(anibus) / Tib(erio) Cl(audio) Ianuario / spec(ulatori) leg(ionis) XIIII g(eminae) / comm(entariensi) co(n)s(ularis) prov(inciae) / Delm(atiae) stip(endiorum) XIII / Aebutia Ianuaria / fil(io) piissimo et / Visellia Iulia ma/rito","Dis Manibus Tiberio Claudio Ianuario speculatori legionis XIIII geminae commentariensi consularis provinciae Delmatiae stipendiorum XIII Aebutia Ianuaria filio piissimo et Visellia Iulia marito","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, mulieres, tria nomina, viri","43.5384","16.4743"
"2934",470947,"EDCS-27601580","HD054712",1,100,"Cloutius Clutami f(ilius) / duplicarius alae / Pannonior(um) Susarru(s) / domo Curunniace / an(norum) XXXV stipen(diorum) XI[-?] / [h(ic)] s(itus) est pos(u)it CA[---] / [------","Cloutius Clutami filius duplicarius alae Pannoniorum Susarrus domo Curunniace annorum XXXV stipendiorum XI hic situs est posuit CA","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, nomen singulare, viri","43.5384","16.4743"
"2935",470948,"EDCS-27601581","HD054713",1,100,"L(ucius) Corneli/us L(uci) &lt;f=E&gt;(ilius) Mae(cia) / Pelagonia ve&lt;t=R&gt;(eranus) / leg(ionis) XI / ann(orum) XLV stip(endiorum) XXV / h(ic) s(itus) e(st) fili(i) p(osuerunt) ","Lucius Cornelius Luci lt f gt ilius Maecia Pelagonia ve lt t gt eranus legionis XI annorum XLV stipendiorum XXV hic situs est filii posuerunt","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, praenomen et nomen, viri","43.5384","16.4743"
"2936",470949,"EDCS-27601582","HD054719",14,37,"------](?) / [--- Cor]nelio C(ai) f(ilio) Tro(mentina) N[---] / [praef(ecto) fab]r(um) bis trib(uno) mil(itum) bis leg(ionis) [---] / [corona] aurea et hasta pura a [Ti(berio) Caesare] / [di]vi Augusti f(ilio) Augusto do[nato] / [------","Cornelio Cai filio Tromentina N praefecto fabrum bis tribuno militum bis legionis corona aurea et hasta pura a Tiberio Caesare divi Augusti filio Augusto donato","honorific inscription","honorific inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, milites, ordo equester, tria nomina, viri","43.5384","16.4743"
"2937",470950,"EDCS-27601583","HD054720",1,100,"C(aius) Curiatius T(iti) f(ilius) Serg(ia) / Secundus dom(o) Augusta / Troade vet(eranus) leg(ionis) VII C(laudiae) p(iae) f(idelis) / scrib[a] Salonis annor(um) LXV h(ic) s(itus) e(st) / [in fr(onte) p(edes) --- in agr(o)] p(edes) XX","Caius Curiatius Titi filius Sergia Secundus domo Augusta Troade veteranus legionis VII Claudiae piae fidelis scriba Salonis annorum LXV hic situs est in fronte pedes in agro pedes XX","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, ordo decurionum, tria nomina, viri","43.5384","16.4743"
"2938",470951,"EDCS-27601618","HD054721",151,300,"D(is) M(anibus) / M(arcus) Diony/sius Firmu(s) / veteranu(s) / ex cl(asse) pr(aetoria) Ra/venn(atis) M(arcus) Dio/[n]ysius Firmus / [fil(ius) pat]ri piissimo","Dis Manibus Marcus Dionysius Firmus veteranus ex classe praetoria Ravennatis Marcus Dionysius Firmus filius patri piissimo","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","milites, tria nomina, viri","43.5384","16.4743"
"2939",470952,"EDCS-27601619","HD054722",71,100,"M(arcus) Eupunius Vic/tor Aequitinae / Tertiae coniugi et / L(ucio) Mario Fortunato / fratri / mil(iti) leg(ionis) IIII F(laviae) f(elicis) / h(ic) s(iti) s(unt)","Marcus Eupunius Victor Aequitinae Tertiae coniugi et Lucio Mario Fortunato fratri militi legionis IIII Flaviae felicis hic siti sunt","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","milites, mulieres, tria nomina, viri","43.5384","16.4743"
"2940",470953,"EDCS-27601584","HD054723",42,100,"L(ucius) Fabius L(uci) f(ilius) Satur/ninus vet(eranus) leg(ionis) VII p(ia) C(laudiae) f(idelis) / v(ivus) f(ecit) sibi et Claudiae Ti(beri) / Claudi Alypi l(iberti) Caesaris / libertae Euche h(ic) s(iti) s(unt) / loc(um) don(avit) C(aius) Titius / Restitutus amicus / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","Lucius Fabius Luci filius Saturninus veteranus legionis VII pia Claudiae fidelis vivus fecit sibi et Claudiae Tiberi Claudi Alypi liberti Caesaris libertae Euche hic siti sunt locum donavit Caius Titius Restitutus amicus hoc monumentum heredem non sequetur","epitaph","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, liberti/libertae, milites, mulieres, tria nomina, viri","43.5384","16.4743"
"2941",470954,"EDCS-27601632","HD054724",171,300,"Faniae Maximae / innocentissimae puellae / quae vixit ann(os) II m(enses) VIII(?) / Aelius Martinus b(ene)f(iciarius) co(n)s(ularis) / leg(ionis) I Ital(icae) dulcissimae","Faniae Maximae innocentissimae puellae quae vixit annos II menses VIII Aelius Martinus beneficiarius consularis legionis I Italicae dulcissimae","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, mulieres, tria nomina, viri","43.5384","16.4743"
"2942",470955,"EDCS-27601620","HD054732",71,100,"D(is) M(anibus) / Fideli Sa/turionis / mil(es) coh(ortis) I Fl(aviae) / Brittonum / stip(endiorum) XVIII","Dis Manibus Fideli Saturionis miles cohortis I Flaviae Brittonum stipendiorum XVIII","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","milites, nomen singulare, viri","43.5384","16.4743"
"2943",470956,"EDCS-27601633","HD054739",1,150,"[---]ius Firm[us? ---] / [---] f(---) domo Ar[---] / [------","ius Firmus f domo Ar","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","tria nomina, viri","43.5384","16.4743"
"2944",470957,"EDCS-27601585","HD054750",71,150,"T(ito) Flavio / T(iti) fil(io) Tro(mentina) / Agricolae / decur(ioni) col(oniae) Sal(onitanae) / aedili IIvir(o) iure / dic(undo) dec(urioni) col(oniae) Aequi/tatis IIvir(o) q(uin)q(uennali) disp(unctori) / municipi(i) Riditar(um) / praef(ecto) et patron(o) coll(egii) / fabr(um) ob merita eius coll(egium) / fabr(um) ex aere conlato / curatori rei pub(licae) Splonis/{s}tarum trib(uno) leg(ionis) X g(eminae) p(iae) f(idelis) // T(ito) Vettio / Augustali / decurioni / colon(iae) Salon(itanae) / quaestori / aedili IIvir(o) / iure dic(undo) praef(ecto) / et patrono coll(egii) / fabr(um) ob merita / eius coll(egium) fabr(um) / ex aere conlato","Tito Flavio Titi filio Tromentina Agricolae decurioni coloniae Salonitanae aedili II viro iure dicundo decurioni coloniae Aequitatis II viro quinquennali dispunctori municipii Riditarum praefecto et patrono collegii fabrum ob merita eius collegium fabrum ex aere conlato curatori rei publicae Splonisstarum tribuno legionis X geminae piae fidelis Tito Vettio Augustali decurioni coloniae Salonitanae quaestori aedili II viro iure dicundo praefecto et patrono collegii fabrum ob merita eius collegium fabrum ex aere conlato","honorific inscription","honorific inscription","statue base","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, officium/professio, ordo decurionum, ordo equester, tria nomina, viri","43.5384","16.4743"
