Column1,X,LIST.ID,EDCS.ID,EDH.ID,not_before,not_after,changed?,source,note,delete?,transcription,clean_text_interpretive_word,type_of_inscription_clean,type_of_inscription_auto,type_of_monument_clean,changed_type?,source,note,province,province_label_clean,place,findspot_ancient_clean,findspot_modern_clean,status_notation,Latitude,Longitude,count
195,1809,469794,EDCS-41600118,HD061432,101,170,,,,,[D(is)] M(anibus) s(acrum) / [---] dec(urioni?) II(viro?) vix(it) an(nos) LV / [---]NT(?) atfines(!) et V(---) IPA[-](?) / [---]RE faciendum / [---]V(?) A(?)NTI(?) H(---) S(---) [-](?) / [---] statuam de su[o] / [---]it,Dis Manibus sacrum decurioni II viro vixit annos LV NT atfines et V IPA RE faciendum V ANTI H S statuam de suo it,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Margegaj,NULL,Tropojë,"milites, ordo decurionum",42.3723673,20.0772378,1
83,982,468935,EDCS-28300071,HD061926,131,170,,,,,M(arco) Valerio / Donico / natus domo / Celeiae |(centurioni) c(o)hor(tis) III / Alpinorum fecit / Herennia Puden/tilla coniugi / bene [merenti],Marco Valerio Donico natus domo Celeiae centurioni cohortis III Alpinorum fecit Herennia Pudentilla coniugi bene merenti,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Gornji Muc / Andetrium,Andetrium,Muć,"milites, mulieres, tria nomina, viri",43.6922,16.5206,1
91,1088,469046,EDCS-10100863,HD034237,131,170,,,,,------] / Pol(lia) [---] / mil(es) leg(ionis) I ad(iutricis) / an(norum) XXX st(ipendiorum) X / Attius Domi/tius mil(es) leg(ionis) II / ad(iutricis) proc(urator?) p(osuit),Pollia miles legionis I adiutricis annorum XXX stipendiorum X Attius Domitius miles legionis II adiutricis procurator posuit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Hardomilje / Bigeste,Bigeste,Ljubuški,"milites, officium/professio, tria nomina, viri",43.1818,17.5271,1
305,3644,471689,EDCS-28700942,HD062489,131,170,,,,,------?] / Sex(tus) Ae[l(ius)? ---] / pr(inceps) le[g(ionis) ------,Sextus Aelius princeps legionis,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
432,5543,473874,EDCS-24200355,HD039740,151,170,"yes, not_after",Matijevic 2017,,,D(is) M(anibus) / Val(eriae) Maximae / P(ublius) Bennius / Priscianus / mil(es) coh(ortis) VIII vol(untariorum) / tibicem(!) co(n)s(ularis) / hospitae / b(ene) m(erenti) p(osuit),Dis Manibus Valeriae Maximae Publius Bennius Priscianus miles cohortis VIII voluntariorum tibicem consularis hospitae bene merenti posuit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
106,1107,469065,EDCS-66200164,HD039809,1,200,,,,,[---]s Gem/[---] coh(ortis) / [c]orni[cularius] / [------,s Gem cohortis cornicularius,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Hardomilje / Bigeste,Bigeste,Ljubuški,"milites, viri",43.1818,17.5271,1
338,3679,471725,EDCS-28800850,HD062587,1,200,,,,,------]RV(?)[---] / [---] mil[es?] / [leg(ionis)?] VII(?)[------,RV miles legionis VII,epitaph,epitaph,sarcophagus,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
450,6163,474610,EDCS-10101833,HD035389,1,200,,,,,------] / |(centuria) Betui / [------,centuria Betui,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Tepljuh / Promona,Burnum,Kistanje,"milites, viri",44.0317,15.9936,1
473,6392,474844,EDCS-27500114,HD053442,42,200,,,,,P(ublius) Lastus A(uli) f(ilius) Scaeva / domo Florentia / eques vet(eranus) leg(ionis) VII C(laudiae) p(iae) f(idelis) / annor(um) LX stip(endiorum) XXX et Lastae / P(ubli) l(ibertae) Apiculae P(ublio) Lastio Felici / P(ublio) Lasto Diodoro lib(erto) t(estamento) f(ieri) i(ussit),Publius Lastus Auli filius Scaeva domo Florentia eques veteranus legionis VII Claudiae piae fidelis annorum LX stipendiorum XXX et Lastae Publi libertae Apiculae Publio Lastio Felici Publio Lasto Diodoro liberto testamento fieri iussit,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Vid / Narona,Narona,Metković,"liberti/libertae, milites, mulieres, tria nomina, viri",43.0801,17.625,1
312,3652,471697,EDCS-28700947,HD062524,51,200,,,,,------ Au]reli / [--- le]g(ionis) VII C(laudiae) p(iae) f(idelis) / [--- st]ip(endiorum) XXX / [---] f(ilia)(?) Ioventia(?) / [------,Aureli legionis VII Claudiae piae fidelis stipendiorum XXX filia Ioventia,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, viri",43.5384,16.4743,1
409,5218,473465,EDCS-10101058,HD034433,51,200,,,,,L(ucio) Barbio [---] / vet(erano) leg(ionis) XI C(laudiae) p(iae) f(idelis) / et Quintiae matri / Barbia Paulla pos(u)it / et Silvinae carissimae / [---]ARAN/[---]m fac/[---]vinae / [---] XIII / [---]TE / [------,Lucio Barbio veterano legionis XI Claudiae piae fidelis et Quintiae matri Barbia Paulla posuit et Silvinae carissimae ARAN m fac vinae XIII TE,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
410,5219,473466,EDCS-10101059,HD034438,51,200,,,,,D(is) M(anibus) / Iulius Luc[i]/lius veter[a]/n[u]s leg(ionis) XI [C(laudiae) p(iae) f(idelis)] / [------,Dis Manibus Iulius Lucilius veteranus legionis XI Claudiae piae fidelis,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
483,6617,475076,EDCS-10100880,HD034254,51,200,,,,,M(arco) Antonio / Maximo signif(ero) / veter(ano) leg(ionis) XI C(laudiae) p(iae) f(idelis) / annor(um) L stip(endiorum) XXX / et Iuliae Sabinae / C(aius) Antonius / Augurinus / filius f(aciendum) c(uravit),Marco Antonio Maximo signifero veterano legionis XI Claudiae piae fidelis annorum L stipendiorum XXX et Iuliae Sabinae Caius Antonius Augurinus filius faciendum curavit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Vitina,NULL,Ljubuški,"milites, mulieres, tria nomina, viri",43.2403439,17.4773288,1
97,1094,469052,EDCS-10100869,HD034244,101,200,,,,,D(is) M(anibus) / C(aio) Iulio Ve/recundo / |(centurioni) coh(ortis) I Belg(arum) vix(it) / ann(os) XXXVIIIII stip(endiorum) / XXI testamen/to fieri iussit ex / HS m(ille) n(ummum) Postimia / Restituta uxor / pientissimo fi/eri cur(avit) ex HS MDC(mille sescentis) / n(ummum),Dis Manibus Caio Iulio Verecundo centurioni cohortis I Belgarum vixit annos XXXVIIIII stipendiorum XXI testamento fieri iussit ex HS mille nummum Postimia Restituta uxor pientissimo fieri curavit ex HS MDCmille sescentis nummum,epitaph,epitaph,base,,,,Dalmatia,Dalmatia,Hardomilje / Bigeste,Bigeste,Ljubuški,"milites, mulieres, tria nomina, viri",43.1818,17.5271,1
98,1095,469053,EDCS-10100870,HD034245,101,200,,,,,------] / [---]to eq(uiti) co(hortis) / [I] Belg(arum) stip(endiorum) / [---] posuit / [Au]rel(ia) Ma/[ri?]na nepo/[ti] piissimo,to equiti cohortis I Belgarum stipendiorum posuit Aurelia Marina nepoti piissimo,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Hardomilje / Bigeste,Bigeste,Ljubuški,"milites, mulieres, tria nomina, viri",43.1818,17.5271,1
102,1099,469057,EDCS-10100874,HD034247,101,200,,,,,D(is) M(anibus) / Fla(vio) Maxima filio suo / et Octavius sign(ifer) / amico dulc(issimo) fecer(unt) / ann(orum) duum b(ene) m(erenti) / paremtalem(!) / d(olente) a(nimo),Dis Manibus Flavio Maxima filio suo et Octavius signifer amico dulcissimo fecerunt annorum duum bene merenti paremtalem dolente animo,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Hardomilje / Bigeste,Bigeste,Ljubuški,"mulieres, nomen singulare, tria nomina, viri",43.1818,17.5271,1
179,1612,469589,EDCS-31900308,HD058392,101,200,,,,,------] // E(?)ti eq(uitis) coh(ortis) I [---] / tur(ma) Valeri [nat(ione)] / Delm(ata) an[n(orum)] / [--- stip(endiorum)] / XXV V[a]ler(ius) [---] / E(?)t Valeria M[---] / [et M?]amilia Inge[nua?] / [------,Eti equitis cohortis I turma Valeri natione Delmata annorum stipendiorum XXV Valerius Et Valeria M et Mamilia Ingenua,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Kutac,NULL,Ljubuški,"milites, mulieres, viri",43.2007125,17.5120379,1
468,6386,474838,EDCS-26600670,HD051070,101,200,no,Matijevic 2017,,,D(is) M(anibus) / Aemilio Forti / beneficiario / cohor(tis) VIII volun/tariorum L(ucius) Aemil(ius) / Hermes IIIIII(vir) et Aemilia / Saturnina patrono / bene me(renti) sib&lt;i=E&gt; et suis et pos/(te)risque aeorum(!) ,Dis Manibus Aemilio Forti beneficiario cohortis VIII voluntariorum Lucius Aemilius Hermes IIIIII vir et Aemilia Saturnina patrono bene merenti sib lt i gt et suis et posteris que aeorum,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Vid / Narona,Narona,Metković,"liberti/libertae, milites, mulieres, seviri Augustales, tria nomina, viri",43.0801,17.625,1
232,2747,470753,EDCS-51400048,HD056626,101,200,,,,,[---]sti DO/[---] E(?)qui&lt;t=I?&gt;/[--- coh(or-) I B]elgaru/[m ---]I(?)oru[m] / [---]I(?)NO[--] / [---]Q(?)V[--] / [------ ,sti DO Equi lt t gt cohor I Belgarum Iorum INO QV,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
185,1735,469713,EDCS-30600567,HD058382,101,200,no,Matijevic 2017,,,M(arcus) Plae(torius) P(---) / miles c(o)ho(r)tis / VIII vol(untariorum) / |(centuria) Artani Marce/lli Noni Valentis / |(centuria) ea{s}dem Nonio / Valenti bene me/renti titulum posu(it) / annorum XXX sti(pendiorum) VII,Marcus Plaetorius P miles cohortis VIII voluntariorum centuria Artani Marcelli Noni Valentis centuria easdem Nonio Valenti bene merenti titulum posuit annorum XXX stipendiorum VII,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Ljubuski / Mlade / Bigeste,NULL,Ljubuški,"milites, tria nomina, viri",43.1904758,17.540558,1
412,5221,473468,EDCS-10101061,HD034440,101,200,,,,,D(is) [M(anibus)] / L(ucius) Baeb(ius) M(arci) [f(ilius) ---] / mil(es) le[g(ionis) ---] / def(unctus) a[nn(orum) ---] / Caesid[ia ---] / patri [---] / [------?,Dis Manibus Lucius Baebius Marci filius miles legionis defunctus annorum Caesidia patri,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, viri",43.5384,16.4743,1
416,5225,473472,EDCS-10101065,HD034443,101,200,,,,,P(ublio) Aelio Proculino / veterano Aelia Procu/lina filia et Aelius / Urbanus lib(ertus) et her(es) bene / merenti posuerunt,Publio Aelio Proculino veterano Aelia Proculina filia et Aelius Urbanus libertus et heres bene merenti posuerunt,epitaph,epitaph,sarcophagus,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"liberti/libertae, milites, mulieres, tria nomina, viri",43.5384,16.4743,1
417,5228,473475,EDCS-10101068,HD034446,101,200,,,,,G(aio) Nertonio Spe/rato vet(erano) ex dec(urione) / ex Dacia vixit an/nis LV G(aius) Nerto/nius Philocyrius / et / G(aius) Nertonius Chry/santhus lib(erti) patro/no posuerunt,Gaio Nertonio Sperato veterano ex decurione ex Dacia vixit annis LV Gaius Nertonius Philocyrius et Gaius Nertonius Chrysanthus liberti patrono posuerunt,epitaph,epitaph,altar,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"liberti/libertae, milites, tria nomina, viri",43.5384,16.4743,1
440,6019,474465,EDCS-08901080,HD008206,101,200,,,,,D(is) M(anibus) / L(ucio) Granio L(uci) f(ilio) / Proclino dec(urioni) / col(oniae) Aeq(uensium) flami/ni b(ene)f(iciario) co(n)s(ularis) leg(ionis) XIIII / gemi(nae) istup(endiorum)(!) XIIII / def(uncto) ann(orum) XXXVIIII / Epidia Procula ma/ter filio dulcissimo / et sibi libertis liberta/busque posterisque / eorum / in f(ronte) p(edes) XL in ag(ro) p(edes) XL,Dis Manibus Lucio Granio Luci filio Proclino decurioni coloniae Aequensium flamini beneficiario consularis legionis XIIII geminae istupendiorum XIIII defuncto annorum XXXVIIII Epidia Procula mater filio dulcissimo et sibi libertis libertabus que posteris que eorum in fronte pedes XL in agro pedes XL,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Split / Spalatum,Salonae,Split,"liberti/libertae, milites, mulieres, ordo decurionum, sacerdotes pagani, tria nomina, viri",43.5384,16.4743,1
501,7015,107148,EDCS-71400194,NA,101,200,,,,,NA,Martiali veterano,NA,epitaph,NA,,,,Dalmatia,NA,Gorica,NA,NA,"milites, viri",43.4187033,17.2901029,1
34,510,468454,EDCS-51400014,HD065013,131,200,,,,,[---]I(?)siorum trib(uno) / [mil(itum) --- m]arito karissimo / [---] fecit,Isiorum tribuno militum marito karissimo fecit,epitaph,epitaph,urn,,,,Dalmatia,Dalmatia,Danilo Gornje / Rider,Rider,Šibenik,"milites, ordo equester, ordo senatorius, viri",43.7034,16.0486,1
10,83,468007,EDCS-30000206,HD058591,131,200,no,Matijevic 2017,,,D(is) [M(anibus)] / Novellia [---] / sibi et L(ucio) Iul(io) [---] / marito op[timo] / vet(erano) coh(ortis) VIII [vol(untariorum)] / et cognationi su/ae et lib(ertis) liberisque eorum,Dis Manibus Novellia sibi et Lucio Iulio marito optimo veterano cohortis VIII voluntariorum et cognationi suae et libertis liberis que eorum,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Bihac / Raetinium,Siculi,Kaštela,"milites, mulieres, viri",43.5306,16.3004,1
183,1679,469656,EDCS-30301358,HD055089,131,200,,,,,M(arcus) Nasi[d]i[u]s / Se[c]undus dec(urio) / mun(icipii) vet(eranus) [b(ene)]f(iciarius) / c[o(n)s(ularis)] leg(ionis) X g(eminae) v(ivus) f(ecit) / [s]ibi Nasidi[o] / Rufi[n]o fil(io) an(norum) XX / e[t ---] / [------,Marcus Nasidius Secundus decurio municipii veteranus beneficiarius consularis legionis X geminae vivus fecit sibi Nasidio Rufino filio annorum XX et,epitaph,epitaph,altar,,,,Dalmatia,Dalmatia,Lipa / Delminium,NULL,Livno,"milites, ordo decurionum, tria nomina, viri",43.871,16.7779,1
224,2575,470578,EDCS-08900517,HD005747,131,200,,,,,D(is) M(anibus) // Valerio / Valeriano / veterano / leg(ionis) XIIII gemin(a)e / Valerius Va/lerianus / filius patri / pientissimo,Dis Manibus Valerio Valeriano veterano legionis XIIII geminae Valerius Valerianus filius patri pientissimo,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Senj / Segna / Zengg / Senia,Senia,Senj,"milites, tria nomina, viri",44.9931,14.902,1
89,1066,469021,EDCS-28800887,HD062579,131,200,,,,,L(ucio) Vetu[rio ---]o / eq(uiti) c(ohortis) o[ctavae? pr]aet(oriae?) / ann(orum) XVIII / Aelia Maximina mater,Lucio Veturio o equiti cohortis octavae praetoriae annorum XVIII Aelia Maximina mater,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Grudine / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
380,4868,473076,EDCS-30200398,HD056729,131,200,,,,,D(is) M(anibus) / C(aio) Aelio Censorin(o) / optioni cl(assis) pr(aetoriae) Ra(vennatis) / natione Panno(nico) / vix(it) an(nos) XLI / militav(it) an(nos) XXI / [------,Dis Manibus Caio Aelio Censorino optioni classis praetoriae Ravennatis natione Pannonico vixit annos XLI militavit annos XXI,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Klis,"milites, tria nomina, viri",43.5384,16.4743,1
399,5130,473371,EDCS-10000693,HD034092,131,200,,,,,D(is) M(anibus) / Murcuio / Iadiae / militi coh(ortis) I Bel/garum an/[norum ------,Dis Manibus Murcuio Iadiae militi cohortis I Belgarum annorum,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, nomen singulare, viri",43.5384,16.4743,1
466,6307,474757,EDCS-32500126,HD031713,131,200,,,,,D(is) M(anibus) / L(ucius) Oc(tavius) Sabinus / vet(eranus) co(h)ort(is) oc(tavae) vol(untariorum) / [e]t Aelia Titia / [vi]vi sibi fece/[r]u(nt) et Haemi/[lio! R]ufo f(ilio) et li/[berti]s suis,Dis Manibus Lucius Octavius Sabinus veteranus cohortis octavae voluntariorum et Aelia Titia vivi sibi fecerunt et Haemilio Rufo filio et libertis suis,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Tucepi,Laurento,Tučepi,"liberti/libertae, milites, mulieres, tria nomina, viri",43.2651336,17.0580946,1
165,1405,469375,EDCS-10100960,HD034325,151,200,no,Matijevic 2017,,,D(is) M(anibus) / C(aio) Alasinio / Secundo def(uncto) / ann(orum) LXXXVII / C(aius) Alasinius / Secundinus mil/es coh(ortis) VIII vol(untariorum) / dupl[ar(ius)] Alasini/a Quintina patri / b(ene) m(erenti) pos(uerunt),Dis Manibus Caio Alasinio Secundo defuncto annorum LXXXVII Caius Alasinius Secundinus miles cohortis VIII voluntariorum duplarius Alasinia Quintina patri bene merenti posuerunt,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Klis / Clissa,Salonae,Klis,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
298,3566,471605,EDCS-30600577,HD055182,151,200,,,,,D(is) M(anibus) / C(aio) Iul(io) Saturnino / mil(iti) leg(ionis) X gem(inae) / b(ene)f(iciario) co(n)s(ularis) def(uncto) ann(orum) / XXXVIII / C(aius) Iul(ius) Pusinnio / frater / et Domit(ia) M(arci) f(ilia) / Bellica / coniux,Dis Manibus Caio Iulio Saturnino militi legionis X geminae beneficiario consularis defuncto annorum XXXVIII Caius Iulius Pusinnio frater et Domitia Marci filia Bellica coniux,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Split,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
199,1841,469826,EDCS-30301431,HD058278,151,200,,,,,Verus Ve[---]/cae &lt;f=I&gt;(ilius) do[mo] / Bodiontius / mil(es) coh(ortis) II[I] / Alp(inorum) {a} an[nor(um) ---] / [---] stip[end(iorum) ------ ,Verus Ve cae lt f gt ilius domo Bodiontius miles cohortis III Alpinorum a annorum stipendiorum,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Mokro Polje / Burnum,Ninia,"Knin, bei","milites, nomen singulare, viri",44.0408,16.1994,1
323,3664,471710,EDCS-28800846,HD055181,151,200,,,,,C(aius) Iulius / Dolens / veter(anus) leg(ionis) / X gem(inae) ex b(ene)f(iciario) co(n)s(ularis) / et Caelia / Bonosa / vivi sibi / posuerunt,Caius Iulius Dolens veteranus legionis X geminae ex beneficiario consularis et Caelia Bonosa vivi sibi posuerunt,epitaph,epitaph,altar,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
446,6116,474562,EDCS-34100066,HD042306,151,200,,,,,Arri(us) Rufi(nus) veter(anus) leg(ionis) I adiutricis,Arrius Rufinus veteranus legionis I adiutricis,epitaph,epitaph,urn,,,,Dalmatia,Dalmatia,Suhaca / Delminium,NULL,Livno,"milites, tria nomina, viri",43.8406854,16.9737159,1
279,2970,470983,EDCS-27601602,HD056571,151,200,"yes, not_after",Matijevic 2017,,,T(ito) Statilio / Maximo / mil(iti) coh(ortis) VIII vol(untariorum) / adi(utori) corn(icularii) co(n)s(ularis) / def(uncto) an(norum) XXV / Iul(ia) Fructula / hospita / et sibi,Tito Statilio Maximo militi cohortis VIII voluntariorum adiutori cornicularii consularis defuncto annorum XXV Iulia Fructula hospita et sibi,epitaph,epitaph,altar,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Trogir,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
41,671,468621,EDCS-10100853,HD027064,171,200,,,,,D(is) M(anibus) s(acrum) / C(aio) Fresio / Valentino / veter(ano) ex |(centurione) / coh(ortis) II mil(iariae) / [Dalm(atarum) ---] / [------,Dis Manibus sacrum Caio Fresio Valentino veterano ex centurione cohortis II miliariae Dalmatarum,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Dubrava / Diluntum,Diluntum,Stolac,"milites, tria nomina, viri",43.1138,17.8414,1
402,5210,473457,EDCS-10101050,HD034430,171,200,,,,,Ulp(ius) Iustinus benef(iciarius) cons(ularis) leg(ionis) prim(ae) Ital(icae) def(unctus) a(nnorum) XXX,Ulpius Iustinus beneficiarius consularis legionis primae Italicae defunctus annorum XXX,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
403,5212,473459,EDCS-10101052,HD034432,171,200,,,,,D(is) M(anibus) / L(ucius) [D]omitius / [V]alens ve[t(eranus)] / leg(ionis) V Mac(edonicae) et A[---] / AFA B / C(aius) Offoni[us?] / Domiti[---] / C(aius) Domi[---] / ann[------,Dis Manibus Lucius Domitius Valens veteranus legionis V Macedonicae et A AFA B Caius Offonius Domiti Caius Domi ann,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
408,5217,473464,EDCS-10101057,HD034437,101,201,,,,,[---]C[---] / [---] Cl(audia?) [---] / [--- b(ene)f(iciario)? c]o(n)s(ularis) leg(ionis) [---] / [---]OVI[------,C Claudia beneficiario consularis legionis OVI,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
354,4441,472609,EDCS-29900027,HD034705,131,230,,,,,D(is) M(anibus) / Q(uinto) Aemil(io) Rufo / b(ene)f(iciario) co(n)s(ularis) Aemil(ia) / Aphr(o)dite patro(no),Dis Manibus Quinto Aemilio Rufo beneficiario consularis Aemilia Aphrodite patrono,epitaph,epitaph,altar,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"liberti/libertae, milites, mulieres, tria nomina, viri",43.5384,16.4743,1
234,2761,470768,EDCS-67400470,HD072502,151,230,,,,,[D(is)] M(anibus) // [Aurel(ius)? Te]rminal/[is et Aurel(ius)?] Quintili/[anu?]s avuncu/[lo suo? B]asilide / [et Aure?]l(io) Feroci / [--- mil(iti)? l]eg(ionis) II adi/[utr(icis) patr]i p(ro) p(ietate) et Metro/[dor(a)e pare]/ntib(us) pien/[tis(simis) et b(ene)] / m(erentibus) pp(osuerunt),Dis Manibus Aurelius Terminalis et Aurelius Quintilianus avunculo suo Basilide et Aurelio Feroci militi legionis II adiutricis patri pro pietate et Metrodorae parentibus pientissimis et bene merentibus pposuerunt,epitaph,epitaph,altar,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, viri",43.5384,16.4743,1
452,6192,474639,EDCS-10000798,HD034269,151,230,,,,,D(is) M(anibus) / Aeliae Sev[erae?] / vita func[t(ae) an(norum)] / XXXIII P(ublius) [---]/nus pater f[iliae] / carissima[e et -?] / Cl(audius) Capitol[inus](?) / maritus c[oniu]/gi pientiss[imae] / poss(uerunt)(!) / sub ascia d[edic(averunt)],Dis Manibus Aeliae Severae vita functae annorum XXXIII Publius nus pater filiae carissimae et Claudius Capitolinus maritus coniugi pientissimae possuerunt sub ascia dedicaverunt,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Tomislavgrad / Duvno / Zupanjac / Delminium,Delminium,Tomislavgrad,"milites, mulieres, tria nomina, viri",43.7183,17.2302,1
